name,team,position,next_opponent,fixture,predicted_points,now_cost,points_per_game,form,expected_goals,minutes,assists,goals_scored,yellow_cards,red_cards,saves_per_90,total_points,clean_sheets,opponent_difficulty,is_home,chance_of_playing_this_round,player_code,web_name,display_name,image_url_primary,image_url_secondary,image_url_tertiary
Ethan Ampadu,Leeds,MID,Wolves,Leeds (A) vs Wolves,2.10168,4.9,3.5,1.3,0.0,167,0,0,0,0,0.0,7,1,3,False,75.0,199598,Ampadu,Ethan Ampadu,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p199598.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p199598.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_199598.png
Lucas Digne,Aston Villa,DEF,Sunderland,Aston Villa (A) vs Sunderland,2.1006,4.5,3.5,2.7,0.0048000000000000004,250,0,0,1,0,0.0,14,2,4,False,,101188,Digne,Lucas Digne,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p101188.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p101188.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_101188.png
Mats Wieffer,Brighton,MID,Spurs,Brighton (H) vs Spurs,2.1004,4.9,3.5,1.0,0.0012000000000000001,174,0,0,1,0,0.0,7,0,3,True,100.0,467779,Wieffer,Mats Wieffer,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p467779.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p467779.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_467779.png
Mikkel Damsgaard,Brentford,MID,Fulham,Brentford (A) vs Fulham,2.1003,5.9,3.5,2.3,0.0036,180,0,0,0,0,0.0,7,1,3,False,,440089,Damsgaard,Mikkel Damsgaard,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p440089.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p440089.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_440089.png
Chemsdine Talbi,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,2.1,5.0,3.5,2.7,0.0312,306,1,0,0,0,0.0,14,3,3,True,,549912,Talbi,Chemsdine Talbi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p549912.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p549912.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_549912.png
Rio Ngumoha,Liverpool,MID,Everton,Liverpool (H) vs Everton,2.1,4.5,3.5,2.3,0.0222,4,0,1,0,0,0.0,7,0,3,True,,611922,Ngumoha,Rio Ngumoha,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p611922.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p611922.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_611922.png
Anton Stach,Leeds,MID,Wolves,Leeds (A) vs Wolves,2.1,5.0,3.5,2.0,0.0318,360,1,0,1,0,0.0,14,2,3,False,,466525,Stach,Anton Stach,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p466525.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p466525.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_466525.png
Bruno Guimarães Rodriguez Moura,Newcastle,MID,Bournemouth,Newcastle (A) vs Bournemouth,2.0996,6.5,3.5,3.7,0.015,360,0,1,2,0,0.0,14,3,3,False,,208706,Bruno G.,Bruno Guimarães Rodriguez Moura,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p208706.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p208706.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_208706.png
Keane Lewis-Potter,Brentford,DEF,Fulham,Brentford (A) vs Fulham,2.0993999999999997,5.0,3.5,4.3,0.0072,318,0,0,0,0,0.0,14,2,3,False,,249231,Lewis-Potter,Keane Lewis-Potter,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p249231.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p249231.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_249231.png
Lamare Bogarde,Aston Villa,DEF,Sunderland,Aston Villa (A) vs Sunderland,1.9785476190476166,4.0,3.3,3.3,0.0,104,0,0,1,0,0.0,10,1,4,False,,515597,Bogarde,Lamare Bogarde,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p515597.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p515597.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_515597.png
Ezri Konsa Ngoyo,Aston Villa,DEF,Sunderland,Aston Villa (A) vs Sunderland,1.977947619047617,4.5,3.3,2.3,0.0,245,0,0,0,1,0.0,10,2,4,False,100.0,199798,Konsa,Ezri Konsa Ngoyo,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p199798.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p199798.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_199798.png
Abdukodir Khusanov,Man City,DEF,Arsenal,Man City (A) vs Arsenal,1.977647619047617,5.4,3.3,3.0,0.0,182,0,0,1,0,0.0,10,1,2,False,100.0,578153,Khusanov,Abdukodir Khusanov,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p578153.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p578153.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_578153.png
Fábio Freitas Gouveia Carvalho,Brentford,MID,Fulham,Brentford (A) vs Fulham,1.9770476190476167,4.9,3.3,2.7,0.041999999999999996,92,0,1,0,0,0.0,10,0,3,False,,244858,Carvalho,Fábio Freitas Gouveia Carvalho,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p244858.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p244858.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_244858.png
Rayan Aït-Nouri,Man City,DEF,Arsenal,Man City (A) vs Arsenal,1.9767476190476172,5.9,3.3,0.3,0.0024000000000000002,202,0,0,1,0,0.0,10,1,2,False,25.0,448514,Aït-Nouri,Rayan Aït-Nouri,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p448514.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p448514.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_448514.png
Cristhian Mosquera,Arsenal,DEF,Man City,Arsenal (H) vs Man City,1.9759976190476172,5.4,3.3,3.3,0.0,201,0,0,0,0,0.0,10,1,2,True,,500040,Mosquera,Cristhian Mosquera,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p500040.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p500040.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_500040.png
Jacob Murphy,Newcastle,MID,Bournemouth,Newcastle (A) vs Bournemouth,1.975847619047617,6.3,3.3,3.0,0.054000000000000006,163,1,0,0,0,0.0,10,2,3,False,,114243,J.Murphy,Jacob Murphy,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p114243.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p114243.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_114243.png
Eberechi Eze,Arsenal,MID,Man City,Arsenal (H) vs Man City,1.9752476190476171,7.5,3.3,2.3,0.018,181,1,0,0,0,0.0,10,2,2,True,,232413,Eze,Eberechi Eze,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p232413.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p232413.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_232413.png
Rodrigo Martins Gomes,Wolves,DEF,Leeds,Wolves (H) vs Leeds,1.9714976190476168,4.5,3.3,3.0,0.0378,120,0,1,0,0,0.0,10,0,4,True,,483081,R.Gomes,Rodrigo Martins Gomes,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p483081.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p483081.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_483081.png
Jordan Henderson,Brentford,MID,Fulham,Brentford (A) vs Fulham,1.9353476190476187,5.0,3.2,4.0,0.0018,249,1,0,0,0,0.0,13,2,3,False,,56979,Henderson,Jordan Henderson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p56979.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p56979.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_56979.png
Jayden Bogle,Leeds,DEF,Wolves,Leeds (A) vs Wolves,1.92814761904762,4.5,3.2,2.3,0.008400000000000001,352,0,0,1,0,0.0,13,2,3,False,100.0,226182,Bogle,Jayden Bogle,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p226182.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p226182.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_226182.png
Calvin Bassey,Fulham,DEF,Brentford,Fulham (H) vs Brentford,1.9260476190476203,4.5,3.2,4.0,0.009,360,0,0,1,0,0.0,13,1,3,True,,232892,Bassey,Calvin Bassey,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p232892.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p232892.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_232892.png
Matthijs de Ligt,Man Utd,DEF,Chelsea,Man Utd (H) vs Chelsea,1.9239476190476203,5.0,3.2,3.0,0.0186,360,0,0,0,0,0.0,13,0,2,True,,209365,De Ligt,Matthijs de Ligt,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p209365.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p209365.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_209365.png
Kenny Tete,Fulham,DEF,Brentford,Fulham (H) vs Brentford,1.9233476190476204,4.5,3.2,3.7,0.004200000000000001,360,0,0,0,0,0.0,13,1,3,True,,167074,Tete,Kenny Tete,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p167074.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p167074.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_167074.png
Martin Dúbravka,Burnley,GKP,Nott'm Forest,Burnley (H) vs Nott'm Forest,1.9231976190476203,4.0,3.2,3.7,0.0,360,0,0,0,0,3.0,13,1,3,True,100.0,67089,Dúbravka,Martin Dúbravka,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p67089.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p67089.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_67089.png
Alex Iwobi,Fulham,MID,Brentford,Fulham (H) vs Brentford,1.9221476190476205,6.5,3.2,3.7,0.0066,313,1,0,1,0,0.0,13,1,3,True,,153133,Iwobi,Alex Iwobi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p153133.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p153133.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_153133.png
Maxime Estève,Burnley,DEF,Nott'm Forest,Burnley (H) vs Nott'm Forest,1.8018,4.0,3.0,3.7,0.003,352,0,0,0,0,0.0,12,1,3,True,,477717,Estève,Maxime Estève,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p477717.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p477717.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_477717.png
Leny Yoro,Man Utd,DEF,Chelsea,Man Utd (H) vs Chelsea,1.8012000000000004,4.5,3.0,2.7,0.0162,321,1,0,0,0,0.0,12,0,2,True,,550864,Yoro,Leny Yoro,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p550864.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p550864.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_550864.png
Quilindschy Hartman,Burnley,DEF,Nott'm Forest,Burnley (H) vs Nott'm Forest,1.8012000000000004,4.0,3.0,3.7,0.0054,360,0,0,0,0,0.0,12,1,3,True,,494960,Hartman,Quilindschy Hartman,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p494960.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p494960.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_494960.png
Yehor Yarmoliuk,Brentford,MID,Fulham,Brentford (A) vs Fulham,1.8008999999999997,5.0,3.0,3.3,0.0072,348,0,0,1,0,0.0,12,1,3,False,,508395,Yarmoliuk,Yehor Yarmoliuk,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p508395.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p508395.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_508395.png
Lyle Foster,Burnley,FWD,Nott'm Forest,Burnley (H) vs Nott'm Forest,1.8008999999999997,5.0,3.0,3.3,0.0438,333,0,1,1,0,0.0,12,2,3,True,,435973,Foster,Lyle Foster,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p435973.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p435973.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_435973.png
Frank Onyeka,Brentford,MID,Fulham,Brentford (A) vs Fulham,1.8003,5.0,3.0,1.7,0.0,61,2,0,0,0,0.0,9,0,3,False,,428580,Onyeka,Frank Onyeka,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p428580.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p428580.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_428580.png
David Brooks,Bournemouth,MID,Newcastle,Bournemouth (H) vs Newcastle,1.8002999999999998,5.0,3.0,2.7,0.0474,278,1,0,2,0,0.0,12,2,2,True,,111317,Brooks,David Brooks,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p111317.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p111317.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_111317.png
Saša Lukić,Fulham,MID,Brentford,Fulham (H) vs Brentford,1.8002999999999998,5.0,3.0,3.3,0.03,360,1,0,2,0,0.0,12,1,3,True,,212314,Lukić,Saša Lukić,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p212314.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p212314.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_212314.png
Malo Gusto,Chelsea,DEF,Man Utd,Chelsea (A) vs Man Utd,1.7999999999999998,4.9,3.0,2.7,0.0012000000000000001,169,0,0,0,0,0.0,9,1,3,False,,482609,Gusto,Malo Gusto,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p482609.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p482609.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_482609.png
Archie Gray,Spurs,MID,Brighton,Spurs (A) vs Brighton,1.7999999999999998,4.9,3.0,0.0,0.0,70,0,0,0,0,0.0,3,1,3,False,,547701,Gray,Archie Gray,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p547701.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p547701.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_547701.png
Habib Diarra,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,1.7999999999999998,5.5,3.0,3.0,0.03,345,1,0,1,0,0.0,12,2,3,True,,547027,Diarra,Habib Diarra,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p547027.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p547027.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_547027.png
Jacob Bruun Larsen,Burnley,MID,Nott'm Forest,Burnley (H) vs Nott'm Forest,1.7999999999999998,5.4,3.0,2.7,0.003,176,1,0,0,0,0.0,9,1,3,True,,179458,Bruun Larsen,Jacob Bruun Larsen,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p179458.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p179458.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_179458.png
Karl Darlow,Leeds,GKP,Wolves,Leeds (A) vs Wolves,1.7999999999999998,4.0,3.0,1.0,0.0,90,0,0,0,0,3.0,3,0,3,False,,59735,Darlow,Karl Darlow,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p59735.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p59735.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_59735.png
Sam Johnstone,Wolves,GKP,Leeds,Wolves (H) vs Leeds,1.7999999999999998,4.5,3.0,1.0,0.0,90,0,0,0,0,3.0,3,0,4,True,,101982,Johnstone,Sam Johnstone,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p101982.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p101982.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_101982.png
Bernardo Mota Veiga de Carvalho e Silva,Man City,MID,Arsenal,Man City (A) vs Arsenal,1.7993999999999997,6.4,3.0,3.0,0.006,259,1,0,0,0,0.0,12,2,2,False,,165809,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p165809.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p165809.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_165809.png
Alexis Mac Allister,Liverpool,MID,Everton,Liverpool (H) vs Everton,1.7988000000000002,6.4,3.0,1.3,0.0048000000000000004,176,1,0,0,0,0.0,9,1,3,True,100.0,243016,Mac Allister,Alexis Mac Allister,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p243016.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p243016.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_243016.png
Morgan Gibbs-White,Nott'm Forest,MID,Burnley,Nott'm Forest (A) vs Burnley,1.6786832142857164,7.5,2.8,2.0,0.0408,326,1,0,0,0,0.0,11,0,4,False,,222531,Gibbs-White,Morgan Gibbs-White,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p222531.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p222531.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_222531.png
Sandro Tonali,Newcastle,MID,Bournemouth,Newcastle (A) vs Bournemouth,1.6786582142857163,5.4,2.8,2.7,0.013800000000000002,335,0,0,0,0,0.0,11,3,3,False,100.0,432422,Tonali,Sandro Tonali,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p432422.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p432422.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_432422.png
Norberto Bercique Gomes Betuncal,Everton,FWD,Liverpool,Everton (A) vs Liverpool,1.6782082142857162,5.4,2.8,3.0,0.10800000000000001,265,0,1,1,0,0.0,11,1,1,False,,486385,Beto,Norberto Bercique Gomes Betuncal,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p486385.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p486385.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_486385.png
Oscar Bobb,Man City,MID,Arsenal,Man City (A) vs Arsenal,1.6780082142857164,5.5,2.8,1.7,0.018,257,1,0,0,0,0.0,11,1,2,False,,477555,Bobb,Oscar Bobb,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p477555.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p477555.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_477555.png
Kevin Schade,Brentford,MID,Fulham,Brentford (A) vs Fulham,1.677883214285716,7.0,2.8,3.3,0.0996,302,0,1,0,0,0.0,11,1,3,False,100.0,513418,Schade,Kevin Schade,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p513418.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p513418.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_513418.png
Brajan Gruda,Brighton,MID,Spurs,Brighton (H) vs Spurs,1.6776782142857165,5.4,2.8,3.3,0.06899999999999999,64,0,1,0,0,0.0,11,0,3,True,,513433,Gruda,Brajan Gruda,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p513433.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p513433.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_513433.png
Hwang Hee-chan,Wolves,MID,Leeds,Wolves (H) vs Leeds,1.6768782142857166,5.9,2.8,3.3,0.033600000000000005,171,0,1,0,0,0.0,11,0,4,True,,184754,Hee Chan,Hwang Hee-chan,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p184754.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p184754.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_184754.png
Tyler Adams,Bournemouth,MID,Newcastle,Bournemouth (H) vs Newcastle,1.673758214285716,5.0,2.8,2.3,0.0036,357,0,0,3,0,0.0,11,2,2,True,,200785,Adams,Tyler Adams,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p200785.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p200785.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_200785.png
Simon Adingra,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,1.6698832142857167,5.4,2.8,1.7,0.008400000000000001,230,1,0,1,0,0.0,11,2,3,True,,535818,Adingra,Simon Adingra,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p535818.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p535818.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_535818.png
Estêvão Almeida de Oliveira Gonçalves,Chelsea,MID,Man Utd,Chelsea (A) vs Man Utd,1.642758214285714,6.5,2.7,2.7,0.059399999999999994,179,1,0,1,0,0.0,8,1,3,False,,624773,Estêvão,Estêvão Almeida de Oliveira Gonçalves,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p624773.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p624773.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_624773.png
Georginio Rutter,Brighton,MID,Spurs,Brighton (H) vs Spurs,1.6372782142857132,5.8,2.7,0.7,0.008400000000000001,163,1,0,1,0,0.0,8,1,3,True,100.0,463067,Georginio,Georginio Rutter,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p463067.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p463067.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_463067.png
Kyle Walker-Peters,West Ham,DEF,Crystal Palace,West Ham (H) vs Crystal Palace,1.6280532142857131,4.4,2.7,2.7,0.0024000000000000002,200,0,0,0,0,0.0,8,1,3,True,,158534,Walker-Peters,Kyle Walker-Peters,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p158534.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p158534.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_158534.png
John Stones,Man City,DEF,Arsenal,Man City (A) vs Arsenal,1.6267282142857125,5.5,2.7,0.7,0.0,261,0,0,0,0,0.0,8,1,2,False,50.0,97299,Stones,John Stones,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p97299.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p97299.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_97299.png
James Milner,Brighton,MID,Spurs,Brighton (H) vs Spurs,1.626328214285713,5.0,2.7,2.3,0.0474,97,0,1,1,0,0.0,8,0,3,True,,15157,Milner,James Milner,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p15157.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p15157.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_15157.png
Lewis Dunk,Brighton,DEF,Spurs,Brighton (H) vs Spurs,1.5023499999999999,4.5,2.5,2.7,0.0108,360,1,0,1,0,0.0,10,0,3,True,,83299,Dunk,Lewis Dunk,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p83299.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p83299.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_83299.png
Florian Wirtz,Liverpool,MID,Everton,Liverpool (H) vs Everton,1.50105,8.3,2.5,2.7,0.0312,334,0,0,0,0,0.0,10,2,3,True,,494595,Wirtz,Florian Wirtz,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p494595.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p494595.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_494595.png
Sander Berge,Fulham,MID,Brentford,Fulham (H) vs Brentford,1.5006,5.0,2.5,2.7,0.024599999999999997,328,0,0,1,0,0.0,10,1,3,True,,207189,Berge,Sander Berge,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p207189.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p207189.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_207189.png
