name,team,position,next_opponent,fixture,predicted_points,now_cost,points_per_game,form,expected_goals,minutes,assists,goals_scored,yellow_cards,red_cards,saves_per_90,total_points,clean_sheets,opponent_difficulty,is_home,chance_of_playing_this_round,player_code,web_name,display_name,image_url_primary,image_url_secondary,image_url_tertiary
Chido Obi,Man Utd,FWD,Chelsea,Man Utd (H) vs Chelsea,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,596047,Obi,Chido Obi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p596047.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p596047.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_596047.png
Callum Marshall,West Ham,FWD,Crystal Palace,West Ham (H) vs Crystal Palace,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,565431,Marshall,Callum Marshall,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p565431.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p565431.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_565431.png
Christian Nørgaard,Arsenal,MID,Man City,Arsenal (H) vs Man City,0.057247738095238095,5.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,100.0,128295,Nørgaard,Christian Nørgaard,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p128295.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p128295.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_128295.png
Giorgi Mamardashvili,Liverpool,GKP,Everton,Liverpool (H) vs Everton,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,449027,Mamardashvili,Giorgi Mamardashvili,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p449027.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p449027.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_449027.png
Charlie Tasker,Brighton,DEF,Spurs,Brighton (H) vs Spurs,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,547720,Tasker,Charlie Tasker,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p547720.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p547720.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_547720.png
Ashley Barnes,Burnley,FWD,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,44699,Barnes,Ashley Barnes,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p44699.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p44699.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_44699.png
Axel Tuanzebe,Burnley,DEF,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.057247738095238095,3.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,100.0,180804,Tuanzebe,Axel Tuanzebe,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p180804.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p180804.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_180804.png
Konstantinos Tsimikas,Liverpool,DEF,Everton,Liverpool (H) vs Everton,0.057247738095238095,4.8,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,214285,Tsimikas,Konstantinos Tsimikas,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p214285.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p214285.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_214285.png
Alex Murphy,Newcastle,DEF,Bournemouth,Newcastle (A) vs Bournemouth,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,545477,A.Murphy,Alex Murphy,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p545477.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p545477.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_545477.png
Olivier Boscagli,Brighton,DEF,Spurs,Brighton (H) vs Spurs,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,204120,Boscagli,Olivier Boscagli,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p204120.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p204120.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_204120.png
Benjamin Lecomte,Fulham,GKP,Brentford,Fulham (H) vs Brentford,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,86873,Lecomte,Benjamin Lecomte,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p86873.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p86873.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_86873.png
Jaka Bijol,Leeds,DEF,Wolves,Leeds (A) vs Wolves,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,100.0,434752,Bijol,Jaka Bijol,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p434752.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p434752.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_434752.png
Reece Welch,Everton,DEF,Liverpool,Everton (A) vs Liverpool,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,False,,474907,Welch,Reece Welch,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p474907.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p474907.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_474907.png
Illan Meslier,Leeds,GKP,Wolves,Leeds (A) vs Wolves,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,437495,Meslier,Illan Meslier,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p437495.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p437495.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_437495.png
Tom King,Everton,GKP,Liverpool,Everton (A) vs Liverpool,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,False,,138001,King,Tom King,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p138001.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p138001.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_138001.png
Alexander Isak,Liverpool,FWD,Everton,Liverpool (H) vs Everton,0.057247738095238095,10.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,100.0,219168,Isak,Alexander Isak,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p219168.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p219168.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_219168.png
Arthur Masuaku,Sunderland,DEF,Aston Villa,Sunderland (H) vs Aston Villa,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,100.0,105717,Masuaku,Arthur Masuaku,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p105717.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p105717.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_105717.png
Mark Travers,Everton,GKP,Liverpool,Everton (A) vs Liverpool,0.057247738095238095,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,False,,229600,Travers,Mark Travers,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p229600.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p229600.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_229600.png
Rio Cardines,Crystal Palace,MID,West Ham,Crystal Palace (A) vs West Ham,0.057247738095238095,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,590014,Cardines,Rio Cardines,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p590014.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p590014.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_590014.png
Hákon Rafn Valdimarsson,Brentford,GKP,Fulham,Brentford (A) vs Fulham,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,507433,Valdimarsson,Hákon Rafn Valdimarsson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p507433.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p507433.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_507433.png
Will Dennis,Bournemouth,GKP,Newcastle,Bournemouth (H) vs Newcastle,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,444172,Dennis,Will Dennis,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p444172.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p444172.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_444172.png
Dane Scarlett,Spurs,FWD,Brighton,Spurs (A) vs Brighton,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,490145,Scarlett,Dane Scarlett,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p490145.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p490145.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_490145.png
Trey Nyoni,Liverpool,MID,Everton,Liverpool (H) vs Everton,0.057247738095238095,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,591386,Nyoni,Trey Nyoni,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p591386.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p591386.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_591386.png
Benjamin Fredrick,Brentford,DEF,Fulham,Brentford (A) vs Fulham,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,612534,Fredrick,Benjamin Fredrick,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p612534.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p612534.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_612534.png
Samuel Amissah,Fulham,DEF,Brentford,Fulham (H) vs Brentford,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,591385,Amissah,Samuel Amissah,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p591385.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p591385.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_591385.png
Kim Ji-soo,Brentford,DEF,Fulham,Brentford (A) vs Fulham,0.057247738095238095,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,570241,Ji-soo,Kim Ji-soo,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p570241.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p570241.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_570241.png
Stefan Ortega Moreno,Man City,GKP,Arsenal,Man City (A) vs Arsenal,0.057247738095238095,4.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,False,,88248,Ortega Moreno,Stefan Ortega Moreno,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p88248.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p88248.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_88248.png
Nicolò Savona,Nott'm Forest,DEF,Burnley,Nott'm Forest (A) vs Burnley,0.056994166666666665,4.5,0.0,0.0,0.0,53,0,0,0,0,0.0,0,0,4,False,,500151,Savona,Nicolò Savona,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p500151.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p500151.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_500151.png
Tom Heaton,Man Utd,GKP,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,21205,Heaton,Tom Heaton,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p21205.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p21205.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21205.png
Tyler Fredricson,Man Utd,DEF,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,3.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,547676,Fredricson,Tyler Fredricson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p547676.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p547676.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_547676.png
Jack Fletcher,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,547037,J.Fletcher,Jack Fletcher,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p547037.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p547037.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_547037.png
Divine Mukasa,Man City,MID,Arsenal,Man City (A) vs Arsenal,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,False,,590039,Mukasa,Divine Mukasa,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p590039.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p590039.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_590039.png
Manuel Benson Hedilazio,Burnley,MID,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.05574773809523809,5.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,183751,Benson,Manuel Benson Hedilazio,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p183751.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p183751.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_183751.png
Tyrell Malacia,Man Utd,DEF,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,3.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,222690,Malacia,Tyrell Malacia,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p222690.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p222690.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_222690.png
Stephen Mfuni,Man City,DEF,Arsenal,Man City (A) vs Arsenal,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,False,,566213,Mfuni,Stephen Mfuni,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p566213.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p566213.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_566213.png
Enock Agyei,Burnley,MID,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.05574773809523809,4.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,578614,Boateng,Enock Agyei,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p578614.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p578614.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_578614.png
Jaydon Banel,Burnley,MID,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,551206,Banel,Jaydon Banel,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p551206.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p551206.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_551206.png
Ethan Wheatley,Man Utd,FWD,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,100.0,575034,Wheatley,Ethan Wheatley,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p575034.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p575034.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_575034.png
Jack Moorhouse,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,100.0,559684,Moorhouse,Jack Moorhouse,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p559684.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p559684.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_559684.png
Sékou Koné,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,618873,Kone,Sékou Koné,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p618873.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p618873.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_618873.png
Dermot Mee,Man Utd,GKP,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,461537,Mee,Dermot Mee,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p461537.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p461537.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_461537.png
Jayce Fitzgerald,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,556639,Fitzgerald,Jayce Fitzgerald,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p556639.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p556639.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_556639.png
Mike Trésor Ndayishimiye,Burnley,MID,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,437748,Trésor,Mike Trésor Ndayishimiye,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p437748.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p437748.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_437748.png
Senne Lammens,Man Utd,GKP,Chelsea,Man Utd (H) vs Chelsea,0.05574773809523809,5.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,True,,465247,Lammens,Senne Lammens,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p465247.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p465247.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_465247.png
Tom Watson,Brighton,MID,Spurs,Brighton (H) vs Spurs,0.05574773809523809,4.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,100.0,549074,Watson,Tom Watson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p549074.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p549074.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_549074.png
Mark Gillespie,Newcastle,GKP,Bournemouth,Newcastle (A) vs Bournemouth,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,81441,Gillespie,Mark Gillespie,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p81441.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p81441.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_81441.png
Igor Julio dos Santos de Paulo,West Ham,DEF,Crystal Palace,West Ham (H) vs Crystal Palace,0.05574773809523809,4.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,100.0,223434,Igor,Igor Julio dos Santos de Paulo,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p223434.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p223434.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_223434.png
Ahmed Abdullahi,Sunderland,FWD,Aston Villa,Sunderland (H) vs Aston Villa,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,611975,Abdullahi,Ahmed Abdullahi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p611975.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p611975.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_611975.png
Luís Hemir Silva Semedo,Sunderland,FWD,Aston Villa,Sunderland (H) vs Aston Villa,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,551153,Luís Hemir,Luís Hemir Silva Semedo,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p551153.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p551153.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_551153.png
Bertrand Traoré,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,0.05574773809523809,5.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,110504,Traoré,Bertrand Traoré,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p110504.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p110504.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_110504.png
Brandon Austin,Spurs,GKP,Brighton,Spurs (A) vs Brighton,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,214572,Austin,Brandon Austin,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p214572.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p214572.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_214572.png
Ben Davies,Spurs,DEF,Brighton,Spurs (A) vs Brighton,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,115556,Davies,Ben Davies,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p115556.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p115556.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_115556.png
Takai Kōta,Spurs,DEF,Brighton,Spurs (A) vs Brighton,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,50.0,553299,Takai,Takai Kōta,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p553299.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p553299.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_553299.png
Bryan Gil Salvatierra,Spurs,MID,Brighton,Spurs (A) vs Brighton,0.05574773809523809,4.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,436234,Bryan,Bryan Gil Salvatierra,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p436234.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p436234.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_436234.png
Callum Olusesi,Spurs,MID,Brighton,Spurs (A) vs Brighton,0.05574773809523809,4.4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,499726,Olusesi,Callum Olusesi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p499726.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p499726.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_499726.png
Randal Kolo Muani,Spurs,FWD,Brighton,Spurs (A) vs Brighton,0.05574773809523809,7.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,False,,247693,Kolo Muani,Randal Kolo Muani,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p247693.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p247693.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_247693.png
Krisztián Hegyi,West Ham,GKP,Crystal Palace,West Ham (H) vs Crystal Palace,0.05574773809523809,4.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,483364,Hegyi,Krisztián Hegyi,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p483364.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p483364.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_483364.png
Lucas Pires Silva,Burnley,DEF,Nott'm Forest,Burnley (H) vs Nott'm Forest,0.05574773809523809,3.9,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,3,True,,549329,Lucas Pires,Lucas Pires Silva,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p549329.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p549329.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_549329.png
