id,name,now_cost,position,team,cost_change_start_fall,creativity,status,form_rank,expected_assists_per_90,goals_scored,region,selected_rank,threat_rank_type,creativity_rank,direct_freekicks_order,assists,expected_goal_involvements,cost_change_event,web_name,form_rank_type,clean_sheets,penalties_missed,ict_index_rank_type,cost_change_start,value_season,can_select,expected_goals_conceded_per_90,clean_sheets_per_90,event_points,goals_conceded,form,cost_change_event_fall,transfers_out,threat_rank,points_per_game,value_form,minutes,ict_index_rank,chance_of_playing_next_round,red_cards,expected_assists,points_per_game_rank_type,influence_rank_type,now_cost_rank,creativity_rank_type,ep_next,dreamteam_count,yellow_cards,in_dreamteam,saves,penalties_order,bps,selected_rank_type,ep_this,saves_per_90,news_added,expected_goals,transfers_out_event,threat,news,ict_index,influence,transfers_in,expected_goals_conceded,points_per_game_rank,bonus,now_cost_rank_type,penalties_saved,starts_per_90,team_join_date,expected_goals_per_90,influence_rank,starts,own_goals,goals_conceded_per_90,total_points,transfers_in_event,chance_of_playing_this_round,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,selected_by_percent
35,Diego Carlos Santos Silva,45,DEF,Aston Villa,0,9.2,i,385,0.01,0,30.0,287,80,412,,0,0.72,0,Diego Carlos,136,2,0,108,0,4.7,True,1.29,0.22,0,15,0.2,0,88048,265,2.1,0.0,828,323,0.0,0,0.08,81,97,363,139,0.0,0,1,False,0,,69,108,0.0,0.0,2025-01-03T19:30:08.711012Z,0.64,1142,54.0,Foot injury - Unknown return date,21.5,150.6,50951,11.88,246,1,56,0,0.87,2022-06-10,0.07,262,8,0,1.63,21,21,0.0,,0.08,0.4
36,Lucas Digne,46,DEF,Aston Villa,-1,439.3,a,102,0.16,0,73.0,52,45,36,2.0,4,3.57,0,Digne,29,3,0,11,1,13.0,True,1.22,0.17,4,27,2.8,0,1182774,196,2.7,0.6,1635,79,,0,2.89,47,35,344,7,2.8,2,3,False,0,,266,16,2.3,0.0,,0.68,11578,100.0,,90.8,367.2,1615361,22.18,163,6,47,0,1.05,2022-01-13,0.04,92,19,0,1.49,60,18102,,2.0,0.2,6.8
37,Lewis Dobbin,50,MID,Aston Villa,0,0.0,u,689,0.0,0,,717,313,709,,0,0.00,0,Dobbin,305,0,0,315,0,0.0,False,0.0,0.0,0,0,0.0,0,281,703,0.0,0.0,0,710,0.0,0,0.00,316,315,218,316,0.0,0,0,False,0,,0,318,0.0,0.0,2024-08-07T08:21:33.016106Z,0.00,0,0.0,Permanent transfer to West Bromwich Albion,0.0,0.0,0,0.00,712,0,137,0,0.0,,0.0,710,0,0,0.0,0,0,0.0,,0.0,0.0
38,Jhon Durán,58,FWD,Aston Villa,2,67.1,a,732,0.03,7,48.0,114,20,269,,0,5.25,0,Duran,80,2,0,21,-2,9.0,True,1.43,0.3,1,13,-0.2,0,1192134,55,2.7,0.0,598,128,100.0,1,0.23,23,19,89,30,-0.2,0,3,False,0,,222,17,-0.7,0.0,2024-12-27T00:30:09.111478Z,5.02,11894,325.0,,66.4,273.4,1359620,9.48,168,9,24,0,0.6,2023-01-23,0.76,158,4,0,1.96,52,6696,100.0,,0.79,2.7
39,Joe Gauci,40,GKP,Aston Villa,0,0.0,a,451,0.0,0,13.0,232,29,520,,0,0.00,0,Gauci,53,0,0,62,0,0.0,True,0.0,0.0,0,0,0.0,0,60403,484,0.0,0.0,0,539,,0,0.00,62,62,644,42,0.0,0,0,False,0,,0,33,-0.5,0.0,,0.00,708,0.0,,0.0,0.0,62924,0.00,546,0,57,0,0.0,2024-02-01,0.0,539,0,0,0.0,0,140,,,0.0,0.7
40,Kortney Hause,39,DEF,Aston Villa,1,0.0,a,408,0.0,0,241.0,249,157,479,,0,0.00,0,Hause,140,0,0,177,-1,0.0,True,0.0,0.0,0,0,0.0,0,60327,439,0.0,0.0,0,503,,0,0.00,177,177,708,174,0.0,0,0,False,0,,0,94,-0.5,0.0,,0.00,771,0.0,,0.0,0.0,52065,0.00,511,0,233,0,0.0,2019-07-01,0.0,503,0,0,0.0,0,1000,,,0.0,0.6
41,Samuel Iling-Junior,54,MID,Aston Villa,1,0.0,u,709,0.0,0,,613,321,722,,0,0.00,0,Iling Jr,317,0,0,322,-1,0.0,False,0.0,0.0,0,0,0.0,0,6702,719,0.0,0.0,0,722,0.0,0,0.00,323,322,137,323,0.0,0,0,False,0,,0,259,0.0,0.0,2024-08-29T11:07:04.555253Z,0.00,6,0.0,Season long loan to Bologna,0.0,0.0,342,0.00,723,0,82,0,0.0,,0.0,722,0,0,0.0,0,0,0.0,,0.0,0.0
42,Boubacar Kamara,50,MID,Aston Villa,0,98.0,a,173,0.03,0,73.0,562,169,225,,0,0.37,0,Kamara,80,2,0,142,0,4.6,True,1.24,0.21,1,15,2.0,0,3863,317,1.8,0.4,853,283,100.0,0,0.24,138,110,207,142,2.0,0,2,False,0,,141,226,1.5,0.0,2024-11-11T16:00:06.089849Z,0.13,146,28.0,,28.7,160.0,5343,11.72,302,0,129,0,1.06,2022-06-11,0.01,252,10,0,1.58,23,225,100.0,,0.04,0.0
43,Kaine Kesler-Hayden,40,DEF,Aston Villa,0,0.0,u,454,0.0,0,,668,179,523,,0,0.00,0,Kesler-Hayden,163,0,0,195,0,0.0,False,0.0,0.0,0,0,0.0,0,1619,487,0.0,0.0,0,542,0.0,0,0.00,194,195,647,192,0.0,0,0,False,0,,0,231,0.0,0.0,2024-08-09T11:14:21.895838Z,0.00,3,0.0,Has joined Preston North End for the rest of the season,0.0,0.0,0,0.00,549,0,181,0,0.0,,0.0,542,0,0,0.0,0,0,0.0,,0.0,0.0
44,Ezri Konsa Ngoyo,44,DEF,Aston Villa,1,79.5,a,114,0.02,1,241.0,54,58,253,,0,0.99,0,Konsa,35,2,0,63,-1,10.7,True,1.25,0.1,1,31,2.6,0,1533717,219,2.4,0.6,1721,208,100.0,0,0.40,60,47,490,68,2.6,2,0,False,0,,214,18,2.1,0.0,2024-11-21T08:30:08.587167Z,0.59,7923,79.0,,46.5,306.6,976231,23.84,201,5,90,0,1.05,2019-07-11,0.03,132,20,0,1.62,47,6801,100.0,,0.05,6.6
45,Ian Maatsen,45,DEF,Aston Villa,5,142.1,a,265,0.33,0,152.0,183,59,180,,1,1.42,0,Maatsen,81,0,0,83,-5,3.8,True,1.34,0.0,0,7,1.0,0,320969,220,1.1,0.2,348,266,100.0,0,1.29,127,118,384,40,1.0,0,2,False,0,,59,74,0.5,0.0,2024-11-14T10:00:07.838636Z,0.13,1284,79.0,,31.4,92.2,77508,5.19,394,0,69,0,0.78,2024-06-28,0.03,334,3,0,1.81,17,764,100.0,,0.36,1.2
46,Filip Marschall,40,GKP,Aston Villa,0,0.0,u,450,0.0,0,,726,28,519,,0,0.00,0,Marschall,52,0,0,61,0,0.0,False,0.0,0.0,0,0,0.0,0,82,483,0.0,0.0,0,538,0.0,0,0.00,61,61,643,41,0.0,0,0,False,0,,0,75,0.0,0.0,2024-07-18T09:50:40.812599Z,0.00,3,0.0,Has joined MK Dons for the rest of the season,0.0,0.0,0,0.00,545,0,56,0,0.0,,0.0,538,0,0,0.0,0,0,0.0,,0.0,0.0
47,Emiliano Martínez Romero,50,GKP,Aston Villa,0,0.0,a,103,0.0,0,10.0,30,70,702,,0,0.01,0,Martinez,10,3,0,10,0,12.2,True,1.23,0.14,2,33,2.8,0,1397318,696,2.8,0.6,1935,197,100.0,0,0.01,25,10,192,74,2.8,1,2,False,57,,247,7,2.3,2.65,2025-01-11T01:30:08.408211Z,0.00,11306,0.0,,49.5,494.0,1123948,26.46,150,2,8,1,1.02,2020-09-16,0.0,30,22,0,1.53,61,20328,100.0,,0.0,11.0
48,John McGinn,52,MID,Aston Villa,3,330.2,d,273,0.14,0,243.0,235,90,64,,3,3.82,0,McGinn,136,3,0,82,-3,8.1,True,1.27,0.22,0,22,1.0,0,253295,138,2.3,0.2,1253,141,50.0,0,1.95,94,123,159,49,0.5,0,3,False,0,,186,72,0.0,0.0,2025-01-04T19:30:07.992156Z,1.87,1422,151.0,Hamstring injury - 50% chance of playing,61.6,135.6,93858,17.64,223,1,95,0,1.15,2018-08-08,0.13,278,16,0,1.58,42,32,0.0,,0.27,0.7
49,Tyrone Mings,44,DEF,Aston Villa,1,25.9,a,112,0.01,0,241.0,423,114,346,,0,0.27,0,Mings,33,1,0,120,-1,3.4,True,0.99,0.21,1,5,2.6,0,14740,341,3.0,0.6,430,361,100.0,0,0.06,32,120,483,114,2.6,1,1,False,0,,64,152,2.1,0.0,2024-08-05T15:00:04.309727Z,0.21,336,20.0,,13.6,90.2,16631,4.73,124,3,85,0,0.84,2019-07-08,0.04,339,4,0,1.05,15,1145,100.0,,0.05,0.1
50,Kosta Nedeljković,39,DEF,Aston Villa,1,6.7,a,367,0.02,0,190.0,224,164,417,,0,0.02,0,Nedeljkovic,122,0,0,152,-1,1.0,True,1.67,0.0,0,3,0.2,0,226198,454,1.0,0.1,114,444,,0,0.02,134,148,731,144,0.2,0,0,False,0,,12,86,-0.3,0.0,,0.00,1400,0.0,,2.9,22.2,253808,2.11,406,0,248,0,0.0,2024-01-22,0.0,419,0,0,2.37,4,728,,,0.02,0.8
51,Robin Olsen,45,GKP,Aston Villa,0,0.0,a,557,0.0,0,206.0,422,60,606,,0,0.00,0,Olsen,72,0,0,38,0,0.2,True,1.58,0.0,0,1,0.0,0,13580,588,1.0,0.0,45,464,100.0,0,0.00,40,38,361,67,0.0,0,0,False,2,,3,63,-0.5,4.0,2024-10-18T16:30:05.894923Z,0.00,230,0.0,,1.8,17.6,9987,0.79,437,0,14,0,0.0,2022-06-10,0.0,433,0,0,2.0,1,156,100.0,,0.0,0.1
52,Pau Torres,42,DEF,Aston Villa,3,55.5,i,338,0.02,0,200.0,217,47,293,,0,0.85,0,Pau,109,2,0,69,-3,7.6,True,1.31,0.12,0,29,0.4,0,304541,200,1.8,0.1,1549,225,0.0,0,0.34,96,61,593,84,0.0,0,1,False,0,,162,84,0.0,0.0,2024-12-30T23:30:08.107053Z,0.51,2866,94.0,Foot injury - Expected back 08 Mar,41.2,261.2,233190,22.52,292,0,151,0,1.05,2023-07-12,0.03,165,18,0,1.68,32,44,0.0,,0.05,0.8
53,Jacob Ramsey,54,MID,Aston Villa,1,141.2,a,209,0.15,0,241.0,341,96,181,,2,2.50,0,Ramsey,101,1,0,120,-1,5.6,True,1.24,0.1,2,18,1.6,0,65819,152,2.1,0.3,881,233,100.0,0,1.49,110,133,129,119,1.6,0,1,False,0,,141,109,1.1,0.0,2024-11-10T23:00:07.265497Z,1.01,270,137.0,,39.8,116.6,47944,12.12,253,0,78,0,0.92,2019-02-12,0.1,294,9,0,1.84,30,334,100.0,,0.25,0.2
54,Morgan Rogers,55,MID,Aston Villa,-5,399.3,a,55,0.15,6,241.0,16,28,45,,5,6.59,0,Rogers,24,4,0,27,5,17.3,True,1.19,0.21,1,25,4.0,0,2757364,47,4.5,0.7,1739,38,100.0,0,2.96,17,20,114,36,4.0,3,6,False,0,,307,6,3.5,0.0,2024-12-30T23:30:08.155716Z,3.63,50006,379.0,,119.4,414.0,4307248,23.05,34,11,70,0,1.09,2024-02-01,0.19,61,21,0,1.29,95,81272,100.0,,0.34,22.6
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0.0,u,442,0.0,0,,728,23,510,,0,0.00,0,Sinisalo,48,0,0,58,0,0.0,False,0.0,0.0,0,0,0.0,0,74,474,0.0,0.0,0,531,0.0,0,0.00,58,58,634,36,0.0,0,0,False,0,,0,76,0.0,0.0,2024-07-18T09:43:21.242291Z,0.00,0,0.0,Permanent transfer to Celtic,0.0,0.0,0,0.00,538,0,51,0,0.0,,0.0,531,0,0,0.0,0,0,0.0,,0.0,0.0
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0.0,u,468,0.0,0,,516,191,535,,0,0.00,0,Sousa,175,0,0,205,0,0.0,False,0.0,0.0,0,0,0.0,0,18602,501,0.0,0.0,0,554,0.0,0,0.00,205,205,662,202,0.0,0,0,False,0,,0,185,0.0,0.0,2024-08-16T11:50:34.812830Z,0.00,33,0.0,Loaned to  Bristol Rovers,0.0,0.0,0,0.00,562,0,194,0,0.0,,0.0,554,0,0,0.0,0,0,0.0,,0.0,0.1
57,Youri Tielemans,55,MID,Aston Villa,0,652.4,a,83,0.19,1,21.0,203,98,5,,4,5.97,0,Tielemans,38,3,1,24,0,11.5,True,1.16,0.15,8,29,3.2,0,255752,154,2.9,0.6,1861,34,,0,3.90,58,17,107,5,3.2,0,3,False,0,2.0,396,62,2.7,0.0,,2.07,1488,136.0,,122.0,431.2,252068,23.89,138,6,65,0,1.06,2023-06-14,0.1,56,22,0,1.4,63,2796,,1.0,0.29,1.0
58,Ollie Watkins,89,FWD,Aston Villa,1,233.7,a,14,0.08,10,241.0,24,4,110,,4,12.46,0,Watkins,4,5,0,5,-1,12.4,True,1.18,0.29,8,28,6.2,0,5112343,5,5.0,0.7,1529,17,100.0,0,1.35,6,6,9,10,6.2,4,0,False,0,1.0,375,5,5.7,0.0,2024-12-11T15:00:06.857766Z,11.11,17326,761.0,,144.6,468.0,3270728,20.00,15,18,3,0,1.06,2020-09-09,0.65,40,18,0,1.65,110,99946,100.0,,0.73,16.5
233,Amadou Onana,48,MID,Aston Villa,2,83.2,d,248,0.02,2,21.0,119,80,245,,0,2.08,0,Onana,123,2,0,104,-2,8.3,True,1.53,0.17,1,20,1.2,0,1438456,120,2.5,0.3,1033,202,75.0,0,0.23,78,84,315,152,0.9,0,4,False,0,,188,39,0.7,0.0,2025-01-18T23:00:08.337643Z,1.85,4404,180.0,Hamstring injury - 75% chance of playing,48.3,218.4,1438367,17.53,189,5,203,0,1.22,2024-07-22,0.16,206,14,0,1.74,40,493,100.0,,0.18,2.5
598,Lamare Bogarde,40,DEF,Aston Villa,0,29.1,a,371,0.04,0,152.0,321,130,336,,0,0.15,0,Bogarde,125,0,0,130,0,0.8,True,1.0,0.0,1,6,0.2,0,46917,375,0.8,0.0,266,388,,0,0.11,166,128,663,109,0.2,0,1,False,0,,12,120,-0.3,0.0,,0.04,398,9.0,,9.0,52.4,54203,2.95,486,0,195,0,1.02,2021-01-07,0.01,372,3,0,2.03,3,420,,,0.05,0.3
640,Sil Swinkels,40,DEF,Aston Villa,0,0.0,a,467,0.0,0,152.0,477,190,534,,0,0.00,0,Swinkels,174,0,0,204,0,0.0,True,0.0,0.0,0,0,0.0,0,6473,500,0.0,0.0,0,553,,0,0.00,204,204,661,201,0.0,0,0,False,0,,0,172,-0.5,0.0,,0.00,104,0.0,,0.0,0.0,8193,0.00,561,0,193,0,0.0,2021-01-07,0.0,553,0,0,0.0,0,69,,,0.0,0.1
641,Oliwier Zych,40,GKP,Aston Villa,0,0.0,a,469,0.0,0,172.0,246,34,536,,0,0.00,0,Zych,58,0,0,67,0,0.0,True,0.0,0.0,0,0,0.0,0,42899,502,0.0,0.0,0,555,,0,0.00,67,67,664,47,0.0,0,0,False,0,,0,38,-0.5,0.0,,0.00,753,0.0,,0.0,0.0,82244,0.00,563,0,62,0,0.0,2021-01-07,0.0,555,0,0,0.0,0,79,,,0.0,0.6
656,Kadan Young,45,MID,Aston Villa,0,0.0,a,612,0.0,0,241.0,340,279,658,,0,0.00,0,Young,251,0,0,283,0,0.0,True,0.0,0.0,0,0,0.0,0,41858,643,0.0,0.0,0,661,,0,0.00,286,283,445,286,0.0,0,0,False,0,,0,108,-0.5,0.0,,0.00,666,0.0,,0.0,0.0,55545,0.00,668,0,278,0,0.0,2022-12-10,0.0,661,0,0,0.0,0,351,,,0.0,0.2
679,Ben Broggio,45,MID,Aston Villa,0,0.0,a,628,0.0,0,241.0,674,290,673,,0,0.00,0,Broggio,262,0,0,293,0,0.0,True,0.0,0.0,0,0,0.0,0,973,659,0.0,0.0,0,676,,0,0.00,297,294,462,296,0.0,0,0,False,0,,0,293,-0.5,0.0,,0.00,32,0.0,,0.0,0.0,1411,0.00,683,0,290,0,0.0,2024-09-23,0.0,677,0,0,0.0,0,52,,,0.0,0.0
710,Jamaldeen Jimoh,45,MID,Aston Villa,0,0.0,a,623,0.0,0,241.0,719,288,668,,0,0.00,0,Jimoh,260,0,0,291,0,0.0,True,0.0,0.0,0,0,0.0,0,44,654,0.0,0.0,0,671,,0,0.00,295,292,456,294,0.0,0,0,False,0,,0,319,-0.5,0.0,,0.00,20,0.0,,0.0,0.0,105,0.00,678,0,287,0,0.0,2024-09-23,0.0,672,0,0,0.0,0,22,,,0.0,0.0
725,Donyell Malen,55,MID,Aston Villa,0,0.0,a,712,0.0,0,152.0,571,322,724,,0,0.00,0,Malen,319,0,0,323,0,0.0,True,0.0,0.0,0,0,0.0,0,489,722,0.0,0.0,0,724,,0,0.00,324,323,109,324,2.1,0,0,False,0,,0,230,1.6,0.0,,0.00,361,0.0,,0.0,0.0,3406,0.00,725,0,67,0,0.0,2025-01-14,0.0,724,0,0,0.0,0,1909,,,0.0,0.0
731,Andrés García,45,DEF,Aston Villa,0,0.0,a,636,0.0,0,200.0,732,244,682,,0,0.00,0,A. Garcia,236,0,0,246,0,0.0,True,0.0,0.0,0,0,0.0,0,1,668,0.0,0.0,0,685,,0,0.00,246,246,472,246,2.1,0,0,False,0,,0,249,1.6,0.0,,0.00,1,0.0,,0.0,0.0,12,0.00,690,0,78,0,0.0,2025-01-21,0.0,685,0,0,0.0,0,12,,,0.0,0.0
59,Max Aarons,43,DEF,Bournemouth,2,3.2,u,215,0.01,0,241.0,390,225,432,,0,0.01,0,Aarons,66,1,0,161,-2,1.9,False,0.3,1.07,0,0,1.4,0,25115,553,2.7,0.3,84,466,0.0,0,0.01,46,160,567,154,0.0,0,0,False,0,,31,140,0.0,0.0,2025-01-17T08:27:29.985824Z,0.00,825,0.0,Season-long loan to Valencia,1.7,13.2,12506,0.28,162,0,130,0,1.07,2023-08-10,0.0,444,1,0,0.0,8,0,0.0,,0.01,0.2
60,Tyler Adams,49,MID,Bournemouth,1,83.4,a,201,0.02,0,229.0,576,155,244,,1,0.96,0,Adams,94,2,0,143,-1,4.3,True,1.39,0.26,5,12,1.6,0,3927,283,1.8,0.3,681,284,100.0,0,0.17,135,111,252,151,1.6,0,4,False,0,,115,234,1.6,0.0,2024-12-30T23:30:08.175231Z,0.79,110,41.0,,28.4,158.8,4952,10.49,299,1,161,0,0.93,2023-08-20,0.1,253,7,0,1.59,21,336,100.0,,0.12,0.0
61,Jaidon Anthony,45,MID,Bournemouth,0,0.0,u,570,0.0,0,,445,248,618,,0,0.00,0,Anthony,219,0,0,252,0,0.0,False,0.0,0.0,0,0,0.0,0,45625,600,0.0,0.0,0,622,0.0,0,0.00,256,252,385,256,0.0,0,0,False,0,,0,161,0.0,0.0,2024-08-30T09:46:29.420148Z,0.00,63,0.0,Season long loan to Burnley,0.0,0.0,8381,0.00,630,0,237,0,0.0,,0.0,622,0,0,0.0,0,0,0.0,,0.0,0.1
62,David Brooks,49,MID,Bournemouth,1,155.4,a,130,0.27,2,244.0,563,74,163,,1,2.83,0,Brooks,59,0,0,105,-1,6.3,True,1.47,0.0,3,6,2.4,0,4073,112,2.1,0.5,417,203,100.0,0,1.26,106,124,242,109,2.4,0,3,False,0,,131,227,2.4,0.0,2024-08-12T14:30:04.440536Z,1.57,182,192.0,,47.6,135.2,5475,6.83,249,2,153,0,0.86,2018-07-01,0.34,279,4,0,1.29,31,392,100.0,,0.61,0.0
63,Ryan Christie,49,MID,Bournemouth,1,399.4,a,131,0.11,1,243.0,363,69,44,,2,3.48,0,Christie,60,7,0,47,-1,10.6,True,1.24,0.4,1,20,2.4,0,38882,105,2.5,0.5,1581,72,100.0,0,1.90,79,41,246,35,2.4,0,8,False,0,,289,121,2.4,0.0,2025-01-12T22:30:08.539614Z,1.58,823,196.0,,94.4,346.8,32974,21.77,190,2,155,0,1.08,2021-08-31,0.09,111,19,0,1.14,52,948,100.0,4.0,0.2,0.2
64,Lewis Cook,50,MID,Bournemouth,0,537.6,a,133,0.14,1,241.0,384,128,19,2.0,3,3.35,0,Cook,62,3,0,37,0,11.0,True,1.31,0.15,2,24,2.4,0,50748,225,2.6,0.5,1761,58,100.0,0,2.75,73,23,195,16,2.4,0,4,False,0,,324,133,2.4,0.0,2024-11-30T22:00:07.304760Z,0.60,511,78.0,,101.6,401.2,53601,25.69,176,2,119,0,0.97,2016-07-08,0.03,67,19,0,1.23,55,288,100.0,1.0,0.17,0.2
65,Enes Ünal,54,FWD,Bournemouth,1,56.1,i,328,0.07,2,219.0,429,29,290,4.0,1,2.99,0,Enes Ünal,38,2,0,31,-1,5.9,True,1.74,0.55,0,3,0.6,0,41112,99,1.9,0.1,330,248,0.0,0,0.26,32,27,123,33,0.0,0,2,False,0,,97,61,0.0,0.0,2025-01-09T16:30:08.243030Z,2.73,1305,207.0,Knee injury - Unknown return date,35.9,104.0,46671,6.38,282,4,35,0,0.55,2024-07-01,0.74,312,2,0,0.82,32,31,0.0,,0.81,0.1
66,Romain Faivre,50,MID,Bournemouth,0,0.0,u,687,0.0,0,,683,312,707,,0,0.00,0,Faivre,304,0,0,314,0,0.0,False,0.0,0.0,0,0,0.0,0,1441,701,0.0,0.0,0,708,0.0,0,0.00,315,314,215,315,0.0,0,0,False,0,,0,299,0.0,0.0,2024-08-20T12:15:06.505689Z,0.00,1,0.0,Loaned to Brest,0.0,0.0,23,0.00,710,0,135,0,0.0,,0.0,708,0,0,0.0,0,0,0.0,,0.0,0.0
67,Hamed Traorè,45,MID,Bournemouth,0,0.0,u,569,0.0,0,,524,247,617,,0,0.00,0,H.Traorè,218,0,0,251,0,0.0,False,0.0,0.0,0,0,0.0,0,19046,599,0.0,0.0,0,621,0.0,0,0.00,255,251,380,255,0.0,0,0,False,0,,0,202,0.0,0.0,2024-08-29T11:07:43.785266Z,0.00,34,0.0,Season long loan to A.J.Auxerre,0.0,0.0,3525,0.00,629,0,236,0,0.0,,0.0,621,0,0,0.0,0,0,0.0,,0.0,0.0
68,James Hill,39,DEF,Bournemouth,1,23.7,d,144,0.1,0,241.0,228,155,356,,1,0.20,0,Hill,42,1,0,138,-1,3.3,True,1.49,0.51,0,3,2.2,0,64220,431,2.6,0.6,176,411,25.0,0,0.19,49,142,720,119,0.6,0,0,False,0,,43,87,0.6,0.0,2025-01-15T01:00:08.846282Z,0.01,5035,1.0,Hamstring injury - 25% chance of playing,6.2,36.8,99520,2.91,170,0,240,0,1.53,2022-01-05,0.01,395,3,0,1.53,13,586,25.0,,0.11,0.8
69,Daniel Jebbison,45,FWD,Bournemouth,0,31.8,a,388,0.24,0,39.0,208,43,328,,0,0.32,0,Jebbison,42,0,0,42,0,0.7,True,2.17,0.0,0,1,0.2,0,498961,309,0.8,0.0,41,401,100.0,0,0.11,52,43,434,38,0.2,0,1,False,0,,9,35,0.2,0.0,2024-08-31T06:32:40.630710Z,0.21,1732,30.0,,7.2,9.4,398993,0.99,489,0,70,0,0.0,2024-07-10,0.46,455,0,0,2.2,3,4402,100.0,,0.7,0.9
70,Milos Kerkez,48,DEF,Bournemouth,-3,366.7,a,26,0.08,2,98.0,42,27,53,,3,2.17,0,Kerkez,4,5,0,10,3,17.3,True,1.3,0.24,7,26,5.4,0,351394,164,3.8,1.1,1907,77,100.0,0,1.73,11,20,322,10,5.4,2,3,False,0,,328,12,5.4,0.0,2024-11-21T08:30:08.632085Z,0.44,8795,127.0,,92.3,428.6,1189855,27.62,64,8,43,0,1.04,2023-07-20,0.02,57,22,0,1.23,83,91611,100.0,,0.1,8.3
71,Justin Kluivert,56,MID,Bournemouth,-1,332.1,a,5,0.09,10,152.0,60,14,61,,3,9.26,1,Kluivert,3,9,0,17,1,19.3,True,1.18,0.6,22,16,7.0,-1,661570,26,5.1,1.3,1351,22,100.0,0,1.38,5,10,97,46,7.0,3,6,True,0,1.0,350,16,7.0,0.0,2024-12-27T00:30:09.136640Z,7.88,7005,528.0,,135.0,488.0,1261339,17.69,11,9,61,0,1.13,2023-07-01,0.52,31,17,0,1.07,108,327896,100.0,,0.61,6.1
72,Chris Mepham,44,DEF,Bournemouth,1,0.0,u,530,0.0,0,,580,232,585,,0,0.00,0,Mepham,221,0,0,236,-1,0.0,False,0.0,0.0,0,0,0.0,0,6197,564,0.0,0.0,0,594,0.0,0,0.00,236,236,499,235,0.0,0,0,False,0,,0,204,0.0,0.0,2024-09-01T09:10:00.945219Z,0.00,8,0.0,On loan to Sunderland for the season,0.0,0.0,287,0.00,602,0,99,0,0.0,,0.0,594,0,0,0.0,0,0,0.0,,0.0,0.0
74,Dango Ouattara,50,MID,Bournemouth,0,260.4,a,63,0.19,3,35.0,361,29,92,,4,6.99,0,O.Dango,28,4,0,43,0,12.6,True,1.37,0.34,4,10,3.6,0,20678,48,3.3,0.7,1055,65,100.0,0,2.18,46,38,228,69,3.6,1,1,False,0,,249,119,3.6,0.0,2024-11-01T16:30:07.369192Z,4.81,1246,378.0,,99.2,356.0,35589,16.03,99,4,144,0,0.85,2023-01-19,0.41,106,10,0,0.85,63,2618,100.0,,0.6,0.2
75,Alex Paulsen,40,GKP,Bournemouth,0,0.0,u,459,0.0,0,,608,33,528,,0,0.00,0,Paulsen,57,0,0,66,0,0.0,False,0.0,0.0,0,0,0.0,0,2778,492,0.0,0.0,0,547,0.0,0,0.00,66,66,653,46,0.0,0,0,False,0,,0,70,0.0,0.0,2024-08-10T12:14:13.050842Z,0.00,13,0.0,Loaned to Auckland FC,0.0,0.0,0,0.00,554,0,61,0,0.0,,0.0,547,0,0,0.0,0,0,0.0,,0.0,0.0
76,Philip Billing,48,MID,Bournemouth,2,102.4,u,315,0.5,0,58.0,533,148,217,3.0,0,1.52,0,Philip,157,0,0,163,-2,2.1,False,1.71,0.0,0,4,0.6,0,10351,272,1.0,0.1,176,331,0.0,0,0.97,212,171,292,137,0.0,0,1,False,0,,52,207,0.0,0.0,2025-01-17T08:00:05.376061Z,0.55,202,47.0,Season-long loan to Napoli,20.4,54.0,6119,3.35,454,0,192,0,0.51,2019-07-29,0.28,370,1,0,2.05,10,0,0.0,,0.78,0.0
77,Alex Scott,47,MID,Bournemouth,3,65.5,i,648,0.06,0,241.0,577,182,273,,0,0.29,0,Scott,277,1,0,172,-3,2.3,True,1.28,0.35,0,3,0.0,0,6160,339,1.4,0.0,258,351,0.0,0,0.17,165,166,339,167,0.0,0,0,False,0,,54,235,0.0,0.0,2024-10-25T09:00:05.962917Z,0.12,25,21.0,Knee injury - Unknown return date,15.8,71.0,2443,3.67,357,0,220,0,0.7,2023-08-10,0.04,355,2,0,1.05,11,9,0.0,,0.1,0.0
78,Antoine Semenyo,56,MID,Bournemouth,-1,367.2,a,21,0.14,6,81.0,57,3,52,,4,9.00,0,Semenyo,13,6,0,10,1,16.2,True,1.25,0.29,5,23,5.6,0,1991801,7,4.3,1.0,1836,14,100.0,0,2.91,20,16,98,41,5.6,2,5,False,0,,332,15,5.6,0.0,2024-11-13T14:00:07.717891Z,6.09,15032,740.0,,153.3,433.0,2489745,25.46,39,6,62,0,1.03,2023-01-27,0.3,54,21,0,1.13,91,27703,100.0,,0.44,6.3
79,Marcos Senesi,46,DEF,Bournemouth,4,78.7,i,640,0.04,0,10.0,307,102,254,,0,1.25,0,Senesi,238,1,0,79,-4,4.6,True,1.18,0.1,0,15,0.0,0,142477,312,1.9,0.0,917,257,0.0,0,0.44,92,79,349,69,0.0,1,4,False,0,,82,116,0.0,0.0,2024-12-06T10:30:07.568268Z,0.81,444,29.0,Thigh injury - Expected back 01 Apr,33.1,221.0,66481,12.04,272,3,50,0,1.08,2022-08-08,0.08,204,11,0,1.47,21,23,0.0,,0.12,0.3
